upper
597.550000,93.410000
565.260000,97.850000
532.700000,101.850000
500.000000,105.380000
467.300000,108.370000
434.740000,110.760000
402.450000,112.480000
370.590000,113.450000
339.280000,113.610000
308.660000,112.940000
278.860000,111.410000
250.000000,109.030000
222.210000,105.840000
195.620000,101.900000
170.330000,97.260000

lower:
170.330000,-41.770000
195.620000,-41.470000
222.210000,-40.780000
250.000000,-39.740000
278.860000,-38.450000
308.660000,-37.000000
339.280000,-35.470000
370.590000,-33.900000
402.450000,-32.290000
434.740000,-30.630000
467.300000,-28.910000
500.000000,-27.130000
532.700000,-25.290000
565.260000,-23.400000
597.550000,-21.490000
